GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
SWID Tag Generation Java API,gov.nist.secauto.swid.builder,SWIDBuilder,82,304,9,23,22,86,15,32,7,24
SWID Tag Generation Java API,gov.nist.secauto.swid.builder.util,Util,33,19,7,3,9,7,7,3,2,3
SWID Tag Generation Java API,gov.nist.secauto.swid.builder.resource,AbstractResourceBuilder,0,3,0,0,0,2,0,1,0,1
SWID Tag Generation Java API,gov.nist.secauto.swid.builder.resource,EvidenceBuilder,42,0,0,0,17,0,8,0,8,0
SWID Tag Generation Java API,gov.nist.secauto.swid.builder.resource,AbstractObjectBasedResourceEntry,34,0,2,0,10,0,5,0,4,0
SWID Tag Generation Java API,gov.nist.secauto.swid.builder.resource,ResourcePath,123,0,10,0,30,0,13,0,8,0
SWID Tag Generation Java API,gov.nist.secauto.swid.builder.resource,HashAlgorithm,0,201,0,0,0,23,0,6,0,6
SWID Tag Generation Java API,gov.nist.secauto.swid.builder.resource,AbstractResourceCollectionBuilder,74,75,7,1,19,21,5,9,1,9
SWID Tag Generation Java API,gov.nist.secauto.swid.builder.resource,PayloadBuilder,0,7,0,0,0,3,0,2,0,2
SWID Tag Generation Java API,gov.nist.secauto.swid.builder.resource,HashUtils,151,77,9,3,27,14,10,6,5,5
SWID Tag Generation Java API,gov.nist.secauto.swid.builder.resource,PathRelativizer,162,0,20,0,33,0,16,0,6,0
SWID Tag Generation Java API,gov.nist.secauto.swid.builder.resource,ResourceCollection,83,0,4,0,19,0,7,0,5,0
SWID Tag Generation Java API,gov.nist.secauto.swid.builder.resource,SimpleResourceEntry,84,0,4,0,26,0,12,0,10,0
